date,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
112013,2013,1,1,803,-7,903,-22,AA,N3GEAA,1838,JFK,BOS,38,187,8,3
112013,2013,1,1,803,3,1132,-12,UA,N510UA,223,JFK,SFO,369,2586,8,3
112013,2013,1,1,804,-6,1103,-13,DL,N947DL,1959,JFK,MCO,147,944,8,4
112013,2013,1,1,807,-3,1043,0,DL,N308DE,269,JFK,ATL,126,760,8,7
112013,2013,1,1,810,-5,1100,-28,DL,N349NW,2395,LGA,PBI,149,1035,8,10
112013,2013,1,1,811,-4,1026,10,US,N654AW,675,EWR,CLT,96,529,8,11
112013,2013,1,1,813,-2,1103,7,DL,N375NC,914,LGA,DEN,267,1620,8,13
112013,2013,1,1,820,-10,940,-14,DL,N324US,27,JFK,BOS,36,187,8,20
112013,2013,1,1,820,0,1249,-40,DL,N900PC,301,JFK,SJU,182,1598,8,20
112013,2013,1,1,823,-2,1019,-5,US,N655AW,487,JFK,CLT,96,541,8,23
112013,2013,1,1,823,0,1151,16,UA,N39728,1223,EWR,DFW,250,1372,8,23
112013,2013,1,1,824,-6,1027,2,AA,N573AA,1855,LGA,STL,169,888,8,24
112013,2013,1,1,826,71,1136,51,AA,N3GVAA,443,JFK,MIA,160,1089,8,26
112013,2013,1,1,826,9,1145,-13,UA,N76522,1480,EWR,SFO,357,2565,8,26
112013,2013,1,1,828,5,1150,7,UA,N76528,1506,EWR,LAX,359,2454,8,28
112013,2013,1,1,829,-1,1152,-8,UA,N554UA,443,JFK,LAX,360,2475,8,29
112013,2013,1,1,829,-1,1117,-23,UA,N75425,1592,EWR,MCO,145,937,8,29
112013,2013,1,1,830,0,1018,3,AA,N4YCAA,313,LGA,ORD,137,733,8,30
112013,2013,1,1,835,0,1210,20,AA,N3BDAA,717,LGA,DFW,249,1389,8,35
112013,2013,1,1,840,-5,1311,-39,AA,N5FSAA,1357,JFK,SJU,188,1598,8,40
112013,2013,1,1,840,-5,1053,-9,DL,N926DL,2304,JFK,DTW,108,509,8,40
112013,2013,1,1,848,-3,1155,19,UA,N27724,1741,EWR,JAC,275,1874,8,48
112013,2013,1,1,851,-8,1102,-3,DL,N361NB,869,EWR,DTW,106,488,8,51
112013,2013,1,1,851,11,1215,9,UA,N39297,1626,EWR,SAN,367,2425,8,51
112013,2013,1,1,855,-4,1143,-2,DL,N646DL,1747,LGA,ATL,129,762,8,55
112013,2013,1,1,856,-4,1226,6,AA,N324AA,1,JFK,LAX,358,2475,8,56
112013,2013,1,1,856,-4,1222,-10,DL,N970DL,2143,LGA,MIA,158,1096,8,56
112013,2013,1,1,856,1,1140,-23,UA,N75426,1296,EWR,PBI,150,1023,8,56
112013,2013,1,1,857,-8,1107,-13,DL,N321NB,181,LGA,DTW,110,502,8,57
112013,2013,1,1,857,-3,1124,-9,DL,N371NB,485,EWR,ATL,125,746,8,57
112013,2013,1,1,857,6,1157,-25,UA,N45440,1670,EWR,SEA,343,2402,8,57
112013,2013,1,1,859,-1,1140,-24,DL,N360NB,1885,LGA,MCO,140,950,8,59
112013,2013,1,1,900,0,1211,8,UA,N19130,1170,EWR,FLL,161,1065,9,0
112013,2013,1,1,902,-1,1048,3,UA,N820UA,580,EWR,ORD,145,719,9,2
112013,2013,1,1,904,-2,1207,-19,UA,N77525,1401,EWR,MIA,158,1085,9,4
112013,2013,1,1,906,23,1134,9,UA,N17139,1643,EWR,DEN,246,1605,9,6
112013,2013,1,1,908,-7,1004,-29,US,N959UW,1467,LGA,PHL,32,96,9,8
112013,2013,1,1,908,0,1228,9,UA,N12216,1220,EWR,IAH,233,1400,9,8
112013,2013,1,1,909,59,1331,16,AA,N5EXAA,655,JFK,STT,184,1623,9,9
112013,2013,1,1,912,12,1241,21,AA,N5CRAA,647,JFK,MIA,166,1089,9,12
112013,2013,1,1,912,6,1219,-7,UA,N38403,1601,EWR,MIA,159,1085,9,12
112013,2013,1,1,913,-5,1346,-30,UA,N24715,1519,EWR,STT,189,1634,9,13
112013,2013,1,1,914,-6,1244,4,AA,N517AA,1589,EWR,DFW,238,1372,9,14
112013,2013,1,1,914,14,1058,15,UA,N810UA,783,EWR,CLE,85,404,9,14
112013,2013,1,1,917,-3,1313,28,AA,N596AA,721,LGA,DFW,258,1389,9,17
112013,2013,1,1,921,21,1237,10,DL,N713TW,120,JFK,LAX,333,2475,9,21
112013,2013,1,1,926,-2,1233,13,UA,N27733,1597,EWR,EGE,287,1726,9,26
112013,2013,1,1,927,-3,1231,-26,DL,N951DL,1335,LGA,RSW,166,1080,9,27
112013,2013,1,1,930,25,1218,9,UA,N57439,1148,EWR,TPA,149,997,9,30
112013,2013,1,1,931,1,1121,13,UA,N479UA,255,LGA,ORD,154,733,9,31
112013,2013,1,1,936,-4,1235,-16,DL,N975DL,2137,LGA,TPA,159,1010,9,36
112013,2013,1,1,936,-9,1257,-12,DL,N900DE,1903,LGA,SRQ,169,1047,9,36
112013,2013,1,1,940,-5,1119,-11,AA,N4WJAA,319,LGA,ORD,133,733,9,40
112013,2013,1,1,953,32,1320,39,UA,N586UA,222,EWR,LAX,346,2454,9,53
112013,2013,1,1,955,-5,1336,11,US,N642AW,75,EWR,PHX,324,2133,9,55
112013,2013,1,1,956,-4,1241,0,DL,N956DL,1847,LGA,ATL,129,762,9,56
112013,2013,1,1,957,144,1056,123,UA,N534UA,856,EWR,BOS,37,200,9,57
112013,2013,1,1,959,-3,1313,-6,DL,N965DL,2379,LGA,FLL,151,1076,9,59
112013,2013,1,1,959,-1,1151,-15,US,N765US,1177,LGA,CLT,90,544,9,59
112013,2013,1,1,1003,4,1408,39,US,N541UW,196,JFK,PHX,342,2153,10,3
112013,2013,1,1,1005,5,1239,5,UA,N81449,1625,EWR,DEN,254,1605,10,5
112013,2013,1,1,1009,-6,1219,-10,DL,N933DL,2319,LGA,MSP,160,1020,10,9
112013,2013,1,1,1010,-5,1204,-6,US,N162UW,1103,EWR,CLT,90,529,10,10
112013,2013,1,1,1010,-5,1225,11,US,N712US,1441,JFK,CLT,97,541,10,10
112013,2013,1,1,1011,-4,1246,-21,DL,N399DA,1529,JFK,LAS,320,2248,10,11
112013,2013,1,1,1025,5,1356,26,AA,N3FXAA,731,LGA,DFW,247,1389,10,25
112013,2013,1,1,1025,34,1258,-4,UA,N437UA,501,EWR,MCO,137,937,10,25
112013,2013,1,1,1026,-4,1351,11,AA,N328AA,19,JFK,LAX,356,2475,10,26
112013,2013,1,1,1028,2,1350,11,UA,N76508,1004,LGA,IAH,237,1416,10,28
112013,2013,1,1,1029,-1,1427,32,AA,N325AA,179,JFK,SFO,389,2586,10,29
112013,2013,1,1,1031,1,1323,-11,UA,N77258,1294,EWR,FLL,157,1065,10,31
112013,2013,1,1,1033,16,1130,-6,UA,N849UA,779,EWR,BOS,42,200,10,33
112013,2013,1,1,1037,7,1221,11,AA,N581AA,321,LGA,ORD,133,733,10,37
112013,2013,1,1,1038,8,1223,21,UA,N423UA,985,EWR,ORD,149,719,10,38
112013,2013,1,1,1044,-1,1352,1,UA,N667UA,455,EWR,IAH,229,1400,10,44
112013,2013,1,1,1044,3,1339,-11,UA,N76503,1060,EWR,RSW,157,1068,10,44
112013,2013,1,1,1047,-8,1359,-6,AA,N3AVAA,739,LGA,DFW,230,1389,10,47
112013,2013,1,1,1047,-3,1401,-9,DL,N3748Y,1275,JFK,SLC,295,1990,10,47
112013,2013,1,1,1054,-5,1326,-13,DL,N920DE,1647,LGA,ATL,129,762,10,54
112013,2013,1,1,1056,-4,1407,-6,DL,N917DL,2185,LGA,TPA,158,1010,10,56
112013,2013,1,1,1058,-2,1210,-6,US,N951UW,2171,LGA,DCA,50,214,10,58
112013,2013,1,1,1059,6,1342,-9,UA,N451UA,369,EWR,LAS,325,2227,10,59
112013,2013,1,1,1103,3,1410,-11,DL,N339NW,2071,LGA,MIA,155,1096,11,3
112013,2013,1,1,1105,18,1428,23,UA,N521UA,688,EWR,SFO,356,2565,11,5
112013,2013,1,1,1109,-6,1402,-23,AA,N3GSAA,2099,LGA,MIA,157,1096,11,9
112013,2013,1,1,1112,12,1440,2,UA,N517UA,285,JFK,SFO,364,2586,11,12
112013,2013,1,1,1113,-2,1318,3,DL,N320NB,1031,LGA,DTW,104,502,11,13
112013,2013,1,1,1114,134,1447,145,UA,N76502,1086,LGA,IAH,248,1416,11,14
112013,2013,1,1,1123,13,1410,34,UA,N587UA,405,LGA,DEN,256,1620,11,23
112013,2013,1,1,1124,-1,1445,0,DL,N376NW,1171,LGA,RSW,169,1080,11,24
112013,2013,1,1,1125,-5,1325,-7,US,N169UW,1085,LGA,CLT,94,544,11,25
112013,2013,1,1,1127,-3,1504,16,UA,N518UA,703,JFK,LAX,357,2475,11,27
112013,2013,1,1,1127,-2,1421,-4,UA,N14118,1143,EWR,PBI,156,1023,11,27
112013,2013,1,1,1128,-1,1422,-15,UA,N496UA,987,EWR,TPA,156,997,11,28
112013,2013,1,1,1130,5,1301,-4,AA,N3DEAA,327,LGA,ORD,127,733,11,30
112013,2013,1,1,1130,-1,1345,3,DL,N343NB,2219,LGA,MSP,166,1020,11,30
112013,2013,1,1,1135,-5,1429,-16,AA,N3EYAA,1623,EWR,MIA,156,1085,11,35
112013,2013,1,1,1137,-3,1445,-6,DL,N999DN,2175,LGA,PBI,153,1035,11,37
112013,2013,1,1,1143,-2,1512,5,UA,N39726,1010,EWR,SNA,371,2434,11,43
112013,2013,1,1,1153,-7,1450,-39,DL,N712TW,863,JFK,LAX,330,2475,11,53
112013,2013,1,1,1155,-5,1517,7,AA,N322AA,3,JFK,LAX,353,2475,11,55
112013,2013,1,1,1155,-5,1507,-12,DL,N969DL,1443,LGA,FLL,160,1076,11,55
112013,2013,1,1,1155,-5,1441,1,DL,N904DL,1947,LGA,ATL,133,762,11,55
112013,2013,1,1,1157,-3,1452,-4,UA,N13113,1197,EWR,MCO,151,937,11,57
112013,2013,1,1,1158,-7,1530,10,AA,N426AA,743,LGA,DFW,248,1389,11,58
112013,2013,1,1,1158,-2,1338,7,UA,N588UA,701,LGA,ORD,142,733,11,58
112013,2013,1,1,1200,0,1408,12,US,N755US,1443,JFK,CLT,102,541,12,0
112013,2013,1,1,1202,3,1645,-8,UA,N38403,1663,EWR,SJU,187,1608,12,2
112013,2013,1,1,1205,5,1503,-2,UA,N39418,1461,EWR,IAH,221,1400,12,5
112013,2013,1,1,1217,-1,1525,-4,UA,N573UA,391,EWR,SFO,345,2565,12,17
112013,2013,1,1,1219,-1,1415,0,AA,N545AA,1757,LGA,STL,161,888,12,19
112013,2013,1,1,1219,-6,1451,-9,DL,N342NB,1715,LGA,MSY,195,1183,12,19
112013,2013,1,1,1228,4,1631,27,UA,N38459,1114,EWR,PHX,339,2133,12,28
112013,2013,1,1,1231,-7,1449,3,DL,N920DL,1131,LGA,DTW,108,502,12,31
112013,2013,1,1,1231,2,1523,-6,UA,N402UA,428,EWR,FLL,156,1065,12,31
112013,2013,1,1,1237,-8,1340,-10,AA,N3EGAA,1850,JFK,BOS,40,187,12,37
112013,2013,1,1,1240,-5,1554,-6,AA,N3BUAA,2253,LGA,MIA,156,1096,12,40
112013,2013,1,1,1245,0,1616,1,DL,N711ZX,2174,JFK,SLC,298,1990,12,45
112013,2013,1,1,1245,-4,1722,-38,DL,N670DN,315,JFK,SJU,188,1598,12,45
112013,2013,1,1,1248,-2,1607,0,UA,N26210,1280,LGA,IAH,238,1416,12,48
112013,2013,1,1,1252,7,1624,34,AA,N3FTAA,745,LGA,DFW,243,1389,12,52
112013,2013,1,1,1253,41,1524,48,UA,N576UA,754,EWR,DEN,252,1605,12,53
112013,2013,1,1,1255,-5,1541,4,DL,N644DL,781,LGA,ATL,132,762,12,55
112013,2013,1,1,1255,-4,1501,-1,US,N540UW,1459,LGA,CLT,100,544,12,55
112013,2013,1,1,1255,-5,1401,-8,US,N957UW,2128,LGA,BOS,38,184,12,55
112013,2013,1,1,1258,-2,1459,19,AA,N511AA,329,LGA,ORD,147,733,12,58
112013,2013,1,1,1301,21,1633,53,AA,N544AA,1853,EWR,DFW,252,1372,13,1
112013,2013,1,1,1301,6,1629,26,UA,N825UA,765,EWR,DFW,243,1372,13,1
112013,2013,1,1,1302,2,1553,-8,UA,N78511,1435,EWR,MIA,158,1085,13,2
112013,2013,1,1,1306,26,1622,27,AA,N5DMAA,2041,JFK,MIA,163,1089,13,6
112013,2013,1,1,1314,-1,1507,2,US,N177US,1615,EWR,CLT,95,529,13,14
112013,2013,1,1,1320,0,1625,-11,UA,N58101,1425,EWR,LAX,334,2454,13,20
112013,2013,1,1,1323,23,1651,43,DL,N3736C,1185,EWR,SLC,295,1969,13,23
112013,2013,1,1,1325,-5,1606,1,DL,N318US,2043,JFK,ATL,131,760,13,25
112013,2013,1,1,1327,-2,1624,-5,UA,N847UA,906,EWR,FLL,157,1065,13,27
112013,2013,1,1,1339,-6,1642,-23,AA,N3EMAA,1073,LGA,MIA,161,1096,13,39
112013,2013,1,1,1341,-4,1709,4,AA,N339AA,117,JFK,LAX,362,2475,13,41
112013,2013,1,1,1343,13,1658,18,AA,N3CFAA,753,LGA,DFW,235,1389,13,43
112013,2013,1,1,1344,0,2005,21,UA,N76065,15,EWR,HNL,656,4963,13,44
112013,2013,1,1,1354,-5,1452,-22,DL,N344NB,2068,JFK,BOS,37,187,13,54
112013,2013,1,1,1356,57,1538,60,UA,N17128,32,EWR,ORD,135,719,13,56
112013,2013,1,1,1356,2,1537,11,UA,N840UA,617,LGA,ORD,146,733,13,56
112013,2013,1,1,1356,6,1659,19,UA,N26906,1258,EWR,IAH,218,1400,13,56
112013,2013,1,1,1358,8,1742,27,US,N654AW,688,EWR,PHX,318,2133,13,58
112013,2013,1,1,1400,0,1634,-2,DL,N6704Z,2247,LGA,ATL,130,762,14,0
112013,2013,1,1,1416,5,1603,14,UA,N456UA,683,EWR,ORD,136,719,14,16
112013,2013,1,1,1418,-1,1726,-6,UA,N37464,16,EWR,SEA,348,2402,14,18
112013,2013,1,1,1421,-9,1724,-28,DL,N327NW,1531,LGA,RSW,160,1080,14,21
112013,2013,1,1,1422,-3,1748,-11,UA,N502UA,257,JFK,SFO,362,2586,14,22
112013,2013,1,1,1430,31,1718,26,UA,N563UA,278,EWR,PBI,149,1023,14,30
112013,2013,1,1,1430,0,1735,-9,UA,N452UA,997,LGA,IAH,227,1416,14,30
112013,2013,1,1,1431,-9,1627,11,UA,N849UA,601,EWR,CLE,91,404,14,31
112013,2013,1,1,1433,-2,1636,-8,DL,N327NB,1819,LGA,MSP,163,1020,14,33
112013,2013,1,1,1436,1,1840,20,DL,N722TW,1322,JFK,SFO,375,2586,14,36
112013,2013,1,1,1439,-6,1558,-15,DL,N319NB,1972,JFK,DCA,56,213,14,39
112013,2013,1,1,1440,0,1658,15,DL,N926DL,1231,LGA,DTW,94,502,14,40
112013,2013,1,1,1442,-8,1728,-27,AA,N5FMAA,1813,JFK,MCO,141,944,14,42
112013,2013,1,1,1445,-10,1635,-10,AA,N4UCAA,337,LGA,ORD,147,733,14,45
112013,2013,1,1,1446,-9,1803,-22,AA,N5EWAA,1769,JFK,MIA,161,1089,14,46
112013,2013,1,1,1448,3,1651,4,US,N560UW,1445,LGA,CLT,96,544,14,48
112013,2013,1,1,1453,-7,1601,-19,US,N951UW,2179,LGA,DCA,51,214,14,53
112013,2013,1,1,1454,-6,1815,-22,DL,N702TW,1467,JFK,LAX,340,2475,14,54
112013,2013,1,1,1455,-5,1753,-17,DL,N997DL,1997,LGA,PBI,152,1035,14,55
112013,2013,1,1,1456,-4,1649,17,UA,N802UA,685,LGA,ORD,140,733,14,56
112013,2013,1,1,1456,1,1830,17,UA,N24212,1134,EWR,AUS,252,1504,14,56
112013,2013,1,1,1457,-3,1758,-17,UA,N401UA,379,EWR,RSW,166,1068,14,57
112013,2013,1,1,1457,-3,1652,-4,US,N539UW,720,EWR,CLT,97,529,14,57
112013,2013,1,1,1459,5,1750,-1,UA,N75435,1105,EWR,TPA,152,997,14,59
112013,2013,1,1,1502,2,1802,-4,UA,N406UA,456,EWR,FLL,156,1065,15,2
112013,2013,1,1,1506,1,1838,18,AA,N3DUAA,759,LGA,DFW,248,1389,15,6
112013,2013,1,1,1506,-6,1723,-18,UA,N513UA,407,LGA,DEN,237,1620,15,6
112013,2013,1,1,1508,18,1813,26,UA,N76529,1687,EWR,MCO,146,937,15,8
112013,2013,1,1,1511,11,1753,11,DL,N678DL,2347,LGA,ATL,135,762,15,11
112013,2013,1,1,1511,-4,1657,-3,DL,N318NB,1456,LGA,BUF,60,292,15,11
112013,2013,1,1,1518,2,1837,5,UA,N53442,1699,EWR,SFO,348,2565,15,18
112013,2013,1,1,1520,50,1835,60,AA,N589AA,883,EWR,DFW,236,1372,15,20
112013,2013,1,1,1520,0,1817,1,UA,N13750,1593,EWR,MCO,152,937,15,20
112013,2013,1,1,1521,6,1830,7,DL,N378NW,507,LGA,MCO,145,950,15,21
112013,2013,1,1,1522,-8,1858,3,UA,N512UA,530,JFK,LAX,356,2475,15,22
112013,2013,1,1,1523,7,1831,3,UA,N18112,1600,EWR,LAX,337,2454,15,23
112013,2013,1,1,1527,-3,1841,-14,AA,N3HYAA,1039,JFK,FLL,163,1069,15,27
112013,2013,1,1,1527,12,1854,44,UA,N69059,1695,EWR,IAH,210,1400,15,27
112013,2013,1,1,1528,-2,1731,6,AA,N573AA,2223,LGA,STL,160,888,15,28
112013,2013,1,1,1529,32,1720,46,UA,N497UA,459,EWR,ORD,138,719,15,29
112013,2013,1,1,1529,-1,1733,-4,US,N738US,1665,LGA,CLT,103,544,15,29
112013,2013,1,1,1531,11,1809,19,UA,N514UA,365,EWR,DEN,247,1605,15,31
112013,2013,1,1,1538,-2,1827,-24,DL,N372DA,4,JFK,MCO,133,944,15,38
112013,2013,1,1,1539,9,1904,-6,AA,N342AA,85,JFK,SFO,360,2586,15,39
112013,2013,1,1,1539,-6,1853,-17,AA,N319AA,133,JFK,LAX,351,2475,15,39
112013,2013,1,1,1539,2,1854,35,UA,N14250,1222,EWR,LAS,342,2227,15,39
112013,2013,1,1,1542,-3,1852,-21,DL,N3750D,1283,JFK,SAN,342,2446,15,42
112013,2013,1,1,1543,-7,1933,8,DL,N688DL,1773,JFK,SLC,320,1990,15,43
112013,2013,1,1,1543,0,1731,-2,UA,N413UA,636,LGA,CLE,88,419,15,43
112013,2013,1,1,1547,2,1823,8,DL,N994DL,1942,EWR,ATL,129,746,15,47
112013,2013,1,1,1549,1,1851,-8,UA,N54241,80,EWR,MIA,156,1085,15,49
112013,2013,1,1,1552,-8,1933,18,AA,N3CGAA,565,JFK,DFW,254,1391,15,52
112013,2013,1,1,1554,-5,1857,16,DL,N918DE,847,LGA,ATL,131,762,15,54
112013,2013,1,1,1557,-3,1910,-29,DL,N955DL,1508,JFK,RSW,171,1074,15,57
112013,2013,1,1,1557,-3,1746,4,UA,N487UA,687,LGA,ORD,143,733,15,57
112013,2013,1,1,1559,-6,1844,-28,DL,N374DA,91,JFK,LAS,309,2248,15,59
112013,2013,1,1,1601,0,1750,15,UA,N484UA,702,EWR,ORD,141,719,16,1
112013,2013,1,1,1602,-3,1834,-4,DL,N301NB,1861,LGA,MCI,189,1107,16,2
112013,2013,1,1,1603,3,1912,6,UA,N820UA,367,EWR,FLL,162,1065,16,3
112013,2013,1,1,1605,-5,1804,4,AA,N569AA,341,LGA,ORD,146,733,16,5
112013,2013,1,1,1607,84,1711,78,UA,N435UA,465,EWR,BOS,35,200,16,7
112013,2013,1,1,1608,33,2002,72,AA,N3GKAA,763,LGA,DFW,249,1389,16,8
112013,2013,1,1,1608,8,1953,28,AA,N3DYAA,1467,LGA,MIA,171,1096,16,8
112013,2013,1,1,1610,-5,1913,-35,DL,N947DL,1411,JFK,FLL,155,1069,16,10
112013,2013,1,1,1610,-5,1827,-3,DL,N360NB,1619,LGA,MSP,168,1020,16,10
112013,2013,1,1,1610,15,1852,18,DL,N362NW,1939,LGA,DEN,235,1620,16,10
112013,2013,1,1,1611,10,2010,29,UA,N76504,1635,EWR,PHX,328,2133,16,11
112013,2013,1,1,1620,0,1945,23,UA,N18119,1178,EWR,IAH,242,1400,16,20
112013,2013,1,1,1621,33,1904,34,DL,N704X,95,JFK,ATL,130,760,16,21
112013,2013,1,1,1623,3,2002,3,US,N550UW,35,JFK,PHX,317,2153,16,23
112013,2013,1,1,1625,35,2054,4,AA,N630AA,1635,JFK,SJU,188,1598,16,25
112013,2013,1,1,1626,-4,1855,2,DL,N361NW,702,JFK,DTW,108,509,16,26
112013,2013,1,1,1628,-2,1907,-16,DL,N331NW,920,JFK,DEN,248,1626,16,28
112013,2013,1,1,1631,-4,1956,-4,US,N649AW,656,EWR,PHX,309,2133,16,31
112013,2013,1,1,1631,1,1935,-15,UA,N75425,1726,EWR,SAN,346,2425,16,31
112013,2013,1,1,1634,8,1913,21,UA,N27213,69,EWR,DEN,247,1605,16,34
112013,2013,1,1,1635,5,1830,20,UA,N16701,162,EWR,CLE,84,404,16,35
112013,2013,1,1,1641,-9,1746,-34,AA,N3BYAA,1790,JFK,BOS,41,187,16,41
112013,2013,1,1,1642,32,1944,25,UA,N17229,1587,EWR,RSW,161,1068,16,42
112013,2013,1,1,1652,12,2030,35,AA,N565AA,773,LGA,DFW,252,1389,16,52
112013,2013,1,1,1653,-7,2005,-13,DL,N980DL,1807,LGA,FLL,158,1076,16,53
